seqnames	start	end	width	strand	ploidy	sample.id	asm.id
chr16	40764378	40795743	31366	*	multi	NA12879	verkko
chr16	40795744	40797088	1345	*	2n	NA12879	verkko
chr16	40797089	40802092	5004	*	1n	NA12879	verkko
chr16	41400680	41412966	12287	*	1n	NA12879	verkko
chr16	41412967	41413247	281	*	2n	NA12879	verkko
chr16	41413248	41441029	27782	*	multi	NA12879	verkko
chr16	41441030	41448097	7068	*	2n	NA12879	verkko
chr16	41448098	41449861	1764	*	1n	NA12879	verkko
chr16	41449862	41466655	16794	*	2n	NA12879	verkko
chr16	41466656	41482038	15383	*	multi	NA12879	verkko
chr16	41482039	41482229	191	*	2n	NA12879	verkko
chr16	41482230	41492304	10075	*	1n	NA12879	verkko
chr16	41492305	41506514	14210	*	multi	NA12879	verkko
chr16	41506515	41507992	1478	*	1n	NA12879	verkko
chr16	41507993	41507993	1	*	multi	NA12879	verkko
chr16	41507994	41533901	25908	*	1n	NA12879	verkko
chr16	41562077	41562443	367	*	1n	NA12879	verkko
chr16	41562444	41581792	19349	*	multi	NA12879	verkko
chr16	41581793	41588408	6616	*	2n	NA12879	verkko
chr16	41588409	41599952	11544	*	multi	NA12879	verkko
chr16	41599953	41676005	76053	*	multi	NA12879	verkko
chr16	41676006	41699660	23655	*	multi	NA12879	verkko
chr16	41699661	41701756	2096	*	1n	NA12879	verkko
chr16	41701757	41711637	9881	*	multi	NA12879	verkko
chr16	41711638	41721020	9383	*	1n	NA12879	verkko
chr16	41721021	41728507	7487	*	multi	NA12879	verkko
chr16	41728508	41746800	18293	*	1n	NA12879	verkko
chr16	41755828	41768286	12459	*	1n	NA12879	verkko
chr16	41768287	41779256	10970	*	2n	NA12879	verkko
chr16	41779257	41795020	15764	*	multi	NA12879	verkko
chr16	41795021	41800535	5515	*	multi	NA12879	verkko
chr16	41800536	41825635	25100	*	multi	NA12879	verkko
chr16	41825636	41825636	1	*	multi	NA12879	verkko
chr16	41825637	41833699	8063	*	multi	NA12879	verkko
chr16	41833700	41833760	61	*	2n	NA12879	verkko
chr16	41833761	41877366	43606	*	1n	NA12879	verkko
chr16	41877367	41889002	11636	*	multi	NA12879	verkko
chr16	41889003	41889582	580	*	2n	NA12879	verkko
chr16	41889583	41900745	11163	*	1n	NA12879	verkko
chr16	41900746	41902475	1730	*	multi	NA12879	verkko
chr16	41902476	41910519	8044	*	multi	NA12879	verkko
chr16	41910520	41932879	22360	*	multi	NA12879	verkko
chr16	41932880	41933937	1058	*	1n	NA12879	verkko
chr16	41962399	41971677	9279	*	1n	NA12879	verkko
chr16	41971678	41975181	3504	*	multi	NA12879	verkko
chr16	41975182	41975192	11	*	1n	NA12879	verkko
chr16	41988636	41988646	11	*	1n	NA12879	verkko
chr16	41988647	42038811	50165	*	multi	NA12879	verkko
chr16	42038812	42054261	15450	*	1n	NA12879	verkko
chr16	42237385	42265683	28299	*	1n	NA12879	verkko
chr16	42278464	42280406	1943	*	1n	NA12879	verkko
chr16	42280407	42309353	28947	*	2n	NA12879	verkko
chr16	42309354	42327444	18091	*	1n	NA12879	verkko
chr16	42327445	42354393	26949	*	2n	NA12879	verkko
chr16	42354394	42357842	3449	*	1n	NA12879	verkko
chr16	42357843	42366716	8874	*	multi	NA12879	verkko
chr16	42366717	42385905	19189	*	2n	NA12879	verkko
chr16	42385906	42407842	21937	*	multi	NA12879	verkko
chr16	42407843	42440218	32376	*	2n	NA12879	verkko
chr16	42440219	42453868	13650	*	1n	NA12879	verkko
chr16	42453869	42477920	24052	*	multi	NA12879	verkko
chr16	42477921	42496711	18791	*	1n	NA12879	verkko
chr16	42757799	42804046	46248	*	1n	NA12879	verkko
chr16	43429137	43430121	985	*	1n	NA12879	verkko
chr16	43430122	43443625	13504	*	2n	NA12879	verkko
chr16	43443626	43449579	5954	*	multi	NA12879	verkko
chr16	43449580	43476106	26527	*	multi	NA12879	verkko
chr16	43476107	43486026	9920	*	multi	NA12879	verkko
chr16	43486027	43502425	16399	*	1n	NA12879	verkko
chr16	43744720	43810324	65605	*	1n	NA12879	verkko
chr16	43952649	43984251	31603	*	1n	NA12879	verkko
chr16	43998520	44117494	118975	*	1n	NA12879	verkko
chr16	44123054	44154712	31659	*	1n	NA12879	verkko
chr16	44451792	44478207	26416	*	1n	NA12879	verkko
chr16	44645054	44670138	25085	*	1n	NA12879	verkko
chr16	44670139	44693579	23441	*	multi	NA12879	verkko
chr16	44693580	44706951	13372	*	2n	NA12879	verkko
chr16	44706952	44741994	35043	*	1n	NA12879	verkko
chr16	44789067	44833844	44778	*	1n	NA12879	verkko
chr16	44900912	44909067	8156	*	1n	NA12879	verkko
chr16	44982467	45063973	81507	*	1n	NA12879	verkko
chr16	45152654	45217405	64752	*	1n	NA12879	verkko
chr16	45288463	45320881	32419	*	1n	NA12879	verkko
chr16	45740308	45793365	53058	*	1n	NA12879	verkko
chr16	46035512	46048289	12778	*	1n	NA12879	verkko
chr16	46048290	46089053	40764	*	2n	NA12879	verkko
chr16	46089054	46112796	23743	*	1n	NA12879	verkko
chr16	46209111	46277656	68546	*	1n	NA12879	verkko
chr16	46643625	46676999	33375	*	1n	NA12879	verkko
chr16	46677000	46753446	76447	*	2n	NA12879	verkko
chr16	46753447	46815070	61624	*	1n	NA12879	verkko
chr16	46897674	46963335	65662	*	1n	NA12879	verkko
chr16	46969779	46970759	981	*	1n	NA12879	verkko
chr16	46970760	46985408	14649	*	multi	NA12879	verkko
chr16	46985409	46986760	1352	*	2n	NA12879	verkko
chr16	46986761	46986930	170	*	1n	NA12879	verkko
chr16	46986931	46990417	3487	*	2n	NA12879	verkko
chr16	46990418	47018398	27981	*	1n	NA12879	verkko
chr16	47026412	47036163	9752	*	1n	NA12879	verkko
chr16	47036164	47045749	9586	*	2n	NA12879	verkko
chr16	47045750	47053398	7649	*	1n	NA12879	verkko
chr16	47190565	47256684	66120	*	1n	NA12879	verkko
chr16	47598773	47609831	11059	*	1n	NA12879	verkko
chr16	47609832	47632364	22533	*	multi	NA12879	verkko
chr16	47632365	47666193	33829	*	1n	NA12879	verkko
chr16	47666194	47672362	6169	*	2n	NA12879	verkko
chr16	47672363	47696333	23971	*	1n	NA12879	verkko
chr16	47709060	47755228	46169	*	1n	NA12879	verkko
chr16	47767504	47790221	22718	*	1n	NA12879	verkko
chr16	47810565	47842701	32137	*	1n	NA12879	verkko
chr16	47855350	47857228	1879	*	1n	NA12879	verkko
chr16	48020448	48049444	28997	*	1n	NA12879	verkko
chr16	48390060	48417123	27064	*	2n	NA12879	verkko
chr16	48417124	48425185	8062	*	multi	NA12879	verkko
chr16	48425186	48425202	17	*	2n	NA12879	verkko
chr16	48425203	48449655	24453	*	1n	NA12879	verkko
chr16	48465460	48471211	5752	*	1n	NA12879	verkko
chr16	48514779	48549713	34935	*	1n	NA12879	verkko
chr16	48551957	48587658	35702	*	1n	NA12879	verkko
chr16	48675457	48680046	4590	*	1n	NA12879	verkko
chr16	48680047	48715837	35791	*	multi	NA12879	verkko
chr16	48715838	48716093	256	*	1n	NA12879	verkko
chr16	48767688	48812233	44546	*	1n	NA12879	verkko
chr16	48948367	49036483	88117	*	1n	NA12879	verkko
chr16	49036484	49040599	4116	*	multi	NA12879	verkko
chr16	49040600	49048916	8317	*	1n	NA12879	verkko
chr16	49048917	49061243	12327	*	multi	NA12879	verkko
chr16	49061244	49076923	15680	*	2n	NA12879	verkko
chr16	49076924	49077733	810	*	1n	NA12879	verkko
chr16	49159800	49162741	2942	*	multi	NA12879	verkko
chr16	49162742	49200980	38239	*	multi	NA12879	verkko
chr16	49200981	49230036	29056	*	multi	NA12879	verkko
chr16	49230037	49235498	5462	*	2n	NA12879	verkko
chr16	49324116	49349213	25098	*	multi	NA12879	verkko
chr16	49349214	49371305	22092	*	1n	NA12879	verkko
chr16	49429358	49444153	14796	*	1n	NA12879	verkko
chr16	49444154	49456791	12638	*	2n	NA12879	verkko
chr16	49456792	49475585	18794	*	1n	NA12879	verkko
chr16	49524575	49544644	20070	*	1n	NA12879	verkko
chr16	49544645	49559116	14472	*	2n	NA12879	verkko
chr16	49559117	49647530	88414	*	1n	NA12879	verkko
chr16	49744611	49779401	34791	*	1n	NA12879	verkko
chr16	49805722	49847176	41455	*	1n	NA12879	verkko
chr16	49944167	49944281	115	*	1n	NA12879	verkko
chr16	49944282	50000766	56485	*	2n	NA12879	verkko
chr16	50000767	50008828	8062	*	1n	NA12879	verkko
chr16	50206986	50224366	17381	*	1n	NA12879	verkko
chr16	50224367	50239245	14879	*	2n	NA12879	verkko
chr16	50239246	50246282	7037	*	1n	NA12879	verkko
chr16	50246283	50246975	693	*	2n	NA12879	verkko
chr16	50246976	50253724	6749	*	multi	NA12879	verkko
chr16	50253725	50273469	19745	*	multi	NA12879	verkko
chr16	50273470	50275199	1730	*	multi	NA12879	verkko
chr16	50275200	50306757	31558	*	multi	NA12879	verkko
chr16	50306758	50316364	9607	*	multi	NA12879	verkko
chr16	50316365	50333606	17242	*	1n	NA12879	verkko
chr16	50376211	50413082	36872	*	1n	NA12879	verkko
chr16	50424090	50455821	31732	*	1n	NA12879	verkko
chr16	50455822	50464967	9146	*	multi	NA12879	verkko
chr16	50464968	50521847	56880	*	multi	NA12879	verkko
chr16	50521848	50533904	12057	*	multi	NA12879	verkko
chr16	50534769	50534878	110	*	1n	NA12879	verkko
chr16	50534879	50552581	17703	*	2n	NA12879	verkko
chr16	50552582	50553932	1351	*	1n	NA12879	verkko
chr16	50553933	50561957	8025	*	2n	NA12879	verkko
chr16	50561958	50563858	1901	*	1n	NA12879	verkko
chr16	50563859	50584620	20762	*	2n	NA12879	verkko
chr16	50611623	50641118	29496	*	1n	NA12879	verkko
chr16	50641119	50648552	7434	*	multi	NA12879	verkko
chr16	50648553	50664720	16168	*	1n	NA12879	verkko
chr16	50664721	50664849	129	*	2n	NA12879	verkko
chr16	50664850	50666398	1549	*	multi	NA12879	verkko
chr16	50666399	50713063	46665	*	multi	NA12879	verkko
chr16	50713064	50752566	39503	*	multi	NA12879	verkko
chr16	50752567	50762799	10233	*	2n	NA12879	verkko
chr16	50762800	50773558	10759	*	1n	NA12879	verkko
chr16	50773559	50776541	2983	*	2n	NA12879	verkko
chr16	50776542	50777494	953	*	multi	NA12879	verkko
chr16	50777495	51004945	227451	*	multi	NA12879	verkko
chr16	51004946	51011198	6253	*	multi	NA12879	verkko
chr16	51011199	51026631	15433	*	multi	NA12879	verkko
chr16	51026632	51039051	12420	*	multi	NA12879	verkko
chr16	51039052	51081609	42558	*	multi	NA12879	verkko
chr16	51081610	51088665	7056	*	multi	NA12879	verkko
chr16	51088666	51092786	4121	*	2n	NA12879	verkko
chr16	51092787	51093585	799	*	1n	NA12879	verkko
chr16	51093586	51096658	3073	*	2n	NA12879	verkko
chr16	51096659	51126267	29609	*	multi	NA12879	verkko
chr16	51126268	51129114	2847	*	1n	NA12879	verkko
chr16	51129115	51150476	21362	*	multi	NA12879	verkko
chr16	51150477	51154496	4020	*	1n	NA12879	verkko
chr16	51187878	51192959	5082	*	1n	NA12879	verkko
chr16	51192960	51212556	19597	*	2n	NA12879	verkko
chr16	51212557	51212557	1	*	1n	NA12879	verkko
chr16	51308291	51354318	46028	*	1n	NA12879	verkko
chr16	51444076	51448707	4632	*	1n	NA12879	verkko
chr16	51448708	51475829	27122	*	2n	NA12879	verkko
chr16	51475830	51478569	2740	*	1n	NA12879	verkko
chr16	51509575	51516099	6525	*	1n	NA12879	verkko
chr16	51516100	51568548	52449	*	multi	NA12879	verkko
chr16	51571570	51574184	2615	*	1n	NA12879	verkko
chr16	51574185	51580737	6553	*	multi	NA12879	verkko
chr16	51580738	51733183	152446	*	multi	NA12879	verkko
chr16	51733184	51736743	3560	*	multi	NA12879	verkko
chr16	51736744	51746184	9441	*	2n	NA12879	verkko
chr16	51746185	51764006	17822	*	1n	NA12879	verkko
chr16	51764007	51764007	1	*	multi	NA12879	verkko
chr16	51764008	51774156	10149	*	1n	NA12879	verkko
chr16	51774157	51882159	108003	*	2n	NA12879	verkko
chr16	51882160	51904001	21842	*	1n	NA12879	verkko
chr16	51904106	51911631	7526	*	1n	NA12879	verkko
chr16	51911632	51965180	53549	*	multi	NA12879	verkko
chr16	51965181	51965277	97	*	1n	NA12879	verkko
chr16	51965278	51982237	16960	*	2n	NA12879	verkko
chr16	51982238	51987284	5047	*	multi	NA12879	verkko
chr16	51987285	51995295	8011	*	2n	NA12879	verkko
chr16	51995296	52032275	36980	*	1n	NA12879	verkko
chr16	52067814	52085153	17340	*	1n	NA12879	verkko
chr16	52141115	52153181	12067	*	1n	NA12879	verkko
chr16	52153182	54669072	2515891	*	2n	NA12879	verkko
chr16	54670014	61593316	6923303	*	2n	NA12879	verkko
chr16	61593317	61593607	291	*	1n	NA12879	verkko
chr16	61593608	78168088	16574481	*	2n	NA12879	verkko
chr16	78168396	80195600	2027205	*	2n	NA12879	verkko
chr16	80195601	80250174	54574	*	1n	NA12879	verkko
chr16	80364577	80424314	59738	*	1n	NA12879	verkko
chr16	80424315	81252809	828495	*	2n	NA12879	verkko
chr16	81252810	81269517	16708	*	1n	NA12879	verkko
chr16	81269518	91221413	9951896	*	2n	NA12879	verkko
chr16	91221414	91222303	890	*	1n	NA12879	verkko
chr16	91222304	94589002	3366699	*	2n	NA12879	verkko
chr16	94589003	94719590	130588	*	multi	NA12879	verkko
chr16	94719591	94928826	209236	*	1n	NA12879	verkko
chr16	94928827	94953829	25003	*	2n	NA12879	verkko
chr16	94953830	95268277	314448	*	1n	NA12879	verkko
chr16	95268278	96330374	1062097	*	2n	NA12879	verkko
chr17	1	5580	5580	*	1n	NA12879	verkko
chr17	5581	5581	1	*	multi	NA12879	verkko
chr17	5582	294928	289347	*	1n	NA12879	verkko
chr17	294929	833686	538758	*	2n	NA12879	verkko
chr17	833687	833744	58	*	1n	NA12879	verkko
chr17	835337	835750	414	*	1n	NA12879	verkko
chr17	835751	1419292	583542	*	2n	NA12879	verkko
chr17	1419293	1498179	78887	*	multi	NA12879	verkko
chr17	1498180	4256070	2757891	*	2n	NA12879	verkko
chr17	4256071	4367259	111189	*	1n	NA12879	verkko
chr17	4367260	5585663	1218404	*	2n	NA12879	verkko
chr17	5585664	5586520	857	*	1n	NA12879	verkko
chr17	5586521	6356408	769888	*	2n	NA12879	verkko
chr17	6356409	6502435	146027	*	1n	NA12879	verkko
chr17	6502436	7476775	974340	*	2n	NA12879	verkko
chr17	7476776	7824733	347958	*	1n	NA12879	verkko
chr17	7824734	16716162	8891429	*	2n	NA12879	verkko
chr17	16716163	16716364	202	*	1n	NA12879	verkko
chr17	16767169	18399091	1631923	*	2n	NA12879	verkko
chr17	18448898	18981521	532624	*	2n	NA12879	verkko
chr17	18981522	19011124	29603	*	1n	NA12879	verkko
chr17	19011125	19040679	29555	*	2n	NA12879	verkko
chr17	19040680	19050896	10217	*	multi	NA12879	verkko
chr17	19050897	19088313	37417	*	2n	NA12879	verkko
chr17	19088314	19130527	42214	*	1n	NA12879	verkko
chr17	19136945	19137337	393	*	1n	NA12879	verkko
chr17	19137338	21278352	2141015	*	2n	NA12879	verkko
chr17	21278353	21342719	64367	*	1n	NA12879	verkko
chr17	21342720	21767417	424698	*	2n	NA12879	verkko
chr17	21767418	21774038	6621	*	1n	NA12879	verkko
chr17	21774039	21855734	81696	*	2n	NA12879	verkko
chr17	21855735	21956574	100840	*	1n	NA12879	verkko
chr17	21956575	22022941	66367	*	2n	NA12879	verkko
chr17	22022942	22124055	101114	*	1n	NA12879	verkko
chr17	22124056	22156120	32065	*	2n	NA12879	verkko
chr17	22156121	22193987	37867	*	1n	NA12879	verkko
chr17	22202079	22222834	20756	*	1n	NA12879	verkko
chr17	22222835	23062717	839883	*	2n	NA12879	verkko
chr17	23062718	23088589	25872	*	1n	NA12879	verkko
chr17	23088590	23623989	535400	*	2n	NA12879	verkko
chr17	23623990	23635883	11894	*	1n	NA12879	verkko
chr17	23635884	23892028	256145	*	2n	NA12879	verkko
chr17	23892029	23892266	238	*	1n	NA12879	verkko
chr17	23911434	23971619	60186	*	1n	NA12879	verkko
chr17	23971620	24090056	118437	*	2n	NA12879	verkko
chr17	24090057	24090057	1	*	multi	NA12879	verkko
chr17	24090058	24171456	81399	*	2n	NA12879	verkko
chr17	24171457	24171457	1	*	multi	NA12879	verkko
chr17	24171458	24182376	10919	*	2n	NA12879	verkko
chr17	24182377	25528709	1346333	*	1n	NA12879	verkko
chr17	25576785	25605618	28834	*	1n	NA12879	verkko
chr17	25605619	25618216	12598	*	2n	NA12879	verkko
chr17	25618217	25633849	15633	*	1n	NA12879	verkko
chr17	25633850	25685844	51995	*	2n	NA12879	verkko
chr17	25685845	25685845	1	*	multi	NA12879	verkko
chr17	25685846	25692216	6371	*	2n	NA12879	verkko
chr17	25692217	25695823	3607	*	1n	NA12879	verkko
chr17	25695824	25875646	179823	*	2n	NA12879	verkko
chr17	25875647	25875820	174	*	1n	NA12879	verkko
chr17	25875821	25911246	35426	*	2n	NA12879	verkko
chr17	25911247	26109491	198245	*	multi	NA12879	verkko
chr17	26109492	26378198	268707	*	2n	NA12879	verkko
chr17	26378199	26500757	122559	*	multi	NA12879	verkko
chr17	26500758	26684423	183666	*	1n	NA12879	verkko
chr17	26700111	26704572	4462	*	1n	NA12879	verkko
chr17	26704573	26731011	26439	*	multi	NA12879	verkko
chr17	26731012	26764458	33447	*	1n	NA12879	verkko
chr17	26764459	26859055	94597	*	multi	NA12879	verkko
chr17	26859056	26864148	5093	*	2n	NA12879	verkko
chr17	26864149	26895160	31012	*	1n	NA12879	verkko
chr17	27068267	27109071	40805	*	1n	NA12879	verkko
chr17	27109172	27219177	110006	*	1n	NA12879	verkko
chr17	27219178	27219178	1	*	multi	NA12879	verkko
chr17	27219179	27405272	186094	*	1n	NA12879	verkko
chr17	27405273	27413239	7967	*	2n	NA12879	verkko
chr17	27413240	27435800	22561	*	1n	NA12879	verkko
chr17	27479608	27540600	60993	*	1n	NA12879	verkko
chr17	27540601	27540601	1	*	multi	NA12879	verkko
chr17	27540602	27554304	13703	*	1n	NA12879	verkko
chr17	27554305	27855561	301257	*	2n	NA12879	verkko
chr17	27855562	27855562	1	*	multi	NA12879	verkko
chr17	27855563	27865906	10344	*	2n	NA12879	verkko
chr17	27865907	27865907	1	*	multi	NA12879	verkko
chr17	27865908	31566537	3700630	*	2n	NA12879	verkko
chr17	31566538	31570244	3707	*	1n	NA12879	verkko
chr17	31570245	37109389	5539145	*	2n	NA12879	verkko
chr17	37109390	37126719	17330	*	1n	NA12879	verkko
chr17	37197386	37273720	76335	*	1n	NA12879	verkko
chr17	37273721	37273721	1	*	multi	NA12879	verkko
chr17	37273722	37281346	7625	*	1n	NA12879	verkko
chr17	37281347	37281347	1	*	multi	NA12879	verkko
chr17	37281348	37338145	56798	*	1n	NA12879	verkko
chr17	37395932	37421953	26022	*	1n	NA12879	verkko
chr17	37421954	37421954	1	*	multi	NA12879	verkko
chr17	37421955	37444974	23020	*	1n	NA12879	verkko
chr17	37444975	38877193	1432219	*	2n	NA12879	verkko
chr17	38877194	38909184	31991	*	multi	NA12879	verkko
chr17	38909185	38909663	479	*	2n	NA12879	verkko
chr17	38909664	38924383	14720	*	multi	NA12879	verkko
chr17	38924384	38952894	28511	*	2n	NA12879	verkko
chr17	38952895	39116589	163695	*	multi	NA12879	verkko
chr17	39116590	41239617	2123028	*	2n	NA12879	verkko
chr17	41239618	41515456	275839	*	multi	NA12879	verkko
chr17	41515457	42131260	615804	*	2n	NA12879	verkko
chr17	42131261	42131261	1	*	multi	NA12879	verkko
chr17	42131262	44074057	1942796	*	2n	NA12879	verkko
chr17	44074058	44144046	69989	*	multi	NA12879	verkko
chr17	44144047	44146100	2054	*	2n	NA12879	verkko
chr17	44146101	44146101	1	*	multi	NA12879	verkko
chr17	44146102	44146976	875	*	2n	NA12879	verkko
chr17	44146977	44284305	137329	*	multi	NA12879	verkko
chr17	44284306	44284424	119	*	2n	NA12879	verkko
chr17	44284425	44327184	42760	*	multi	NA12879	verkko
chr17	44327185	45108207	781023	*	2n	NA12879	verkko
chr17	45108208	45338703	230496	*	1n	NA12879	verkko
chr17	45338704	45410823	72120	*	2n	NA12879	verkko
chr17	45410824	45417228	6405	*	1n	NA12879	verkko
chr17	45417229	46375010	957782	*	2n	NA12879	verkko
chr17	46375011	46375011	1	*	multi	NA12879	verkko
chr17	46375012	46949514	574503	*	2n	NA12879	verkko
chr17	46949515	47154171	204657	*	multi	NA12879	verkko
chr17	47154172	47218492	64321	*	1n	NA12879	verkko
chr17	47351056	47524486	173431	*	2n	NA12879	verkko
chr17	47524487	47661192	136706	*	multi	NA12879	verkko
chr17	47661193	50678009	3016817	*	2n	NA12879	verkko
chr17	50678010	50729277	51268	*	multi	NA12879	verkko
chr17	50729278	60892207	10162930	*	2n	NA12879	verkko
chr17	60892208	60903748	11541	*	multi	NA12879	verkko
chr17	60903749	60980473	76725	*	2n	NA12879	verkko
chr17	60980474	60992012	11539	*	1n	NA12879	verkko
chr17	60992013	75369448	14377436	*	2n	NA12879	verkko
chr17	75369449	75659736	290288	*	1n	NA12879	verkko
chr17	75659737	77743438	2083702	*	2n	NA12879	verkko
chr17	77743439	78250922	507484	*	1n	NA12879	verkko
chr17	78250923	79996020	1745098	*	2n	NA12879	verkko
chr17	79996021	80020692	24672	*	1n	NA12879	verkko
chr17	80020693	80374055	353363	*	multi	NA12879	verkko
chr17	80374056	80383994	9939	*	2n	NA12879	verkko
chr17	80383995	80581075	197081	*	multi	NA12879	verkko
chr17	80581076	81373339	792264	*	2n	NA12879	verkko
chr17	81373340	82341556	968217	*	1n	NA12879	verkko
chr17	82341557	82546649	205093	*	2n	NA12879	verkko
chr17	82546650	82546892	243	*	1n	NA12879	verkko
chr17	82546893	83578172	1031280	*	2n	NA12879	verkko
chr17	83578173	83580945	2773	*	1n	NA12879	verkko
chr17	83580946	83925851	344906	*	2n	NA12879	verkko
chr17	84121299	84273608	152310	*	2n	NA12879	verkko
chr17	84273609	84274909	1301	*	1n	NA12879	verkko
chr18	163478	164425	948	*	1n	NA12879	verkko
chr18	164426	1995355	1830930	*	2n	NA12879	verkko
chr18	1995356	1995356	1	*	multi	NA12879	verkko
chr18	1995357	12308247	10312891	*	2n	NA12879	verkko
chr18	12308248	12309487	1240	*	1n	NA12879	verkko
chr18	12309488	14442962	2133475	*	2n	NA12879	verkko
chr18	14442963	14462472	19510	*	1n	NA12879	verkko
chr18	14462473	15724587	1262115	*	2n	NA12879	verkko
chr18	15724588	15724588	1	*	multi	NA12879	verkko
chr18	15724589	15778050	53462	*	2n	NA12879	verkko
chr18	15778051	15778051	1	*	multi	NA12879	verkko
chr18	15778052	15931863	153812	*	2n	NA12879	verkko
chr18	15931864	15931864	1	*	multi	NA12879	verkko
chr18	15931865	15941980	10116	*	2n	NA12879	verkko
chr18	15941981	15941981	1	*	multi	NA12879	verkko
chr18	15941982	16018508	76527	*	2n	NA12879	verkko
chr18	16018509	16038847	20339	*	1n	NA12879	verkko
chr18	16038848	16087744	48897	*	2n	NA12879	verkko
chr18	16087745	16179614	91870	*	1n	NA12879	verkko
chr18	16179615	16213404	33790	*	2n	NA12879	verkko
chr18	16213405	16215438	2034	*	1n	NA12879	verkko
chr18	16215439	16269991	54553	*	2n	NA12879	verkko
chr18	16269992	16289971	19980	*	1n	NA12879	verkko
chr18	16289972	16302619	12648	*	2n	NA12879	verkko
chr18	16302620	16314765	12146	*	1n	NA12879	verkko
chr18	16314766	16359455	44690	*	2n	NA12879	verkko
chr18	16359456	16411737	52282	*	1n	NA12879	verkko
chr18	16411738	16422930	11193	*	2n	NA12879	verkko
chr18	16422931	16474092	51162	*	multi	NA12879	verkko
chr18	16474093	16488563	14471	*	2n	NA12879	verkko
chr18	16488564	16532091	43528	*	1n	NA12879	verkko
chr18	16532092	16534839	2748	*	2n	NA12879	verkko
chr18	16534840	16557313	22474	*	1n	NA12879	verkko
chr18	16557314	16559059	1746	*	2n	NA12879	verkko
chr18	16559060	16565555	6496	*	1n	NA12879	verkko
chr18	16565556	16609759	44204	*	2n	NA12879	verkko
chr18	16609760	16614160	4401	*	multi	NA12879	verkko
chr18	16614161	16643695	29535	*	2n	NA12879	verkko
chr18	16643696	16708983	65288	*	1n	NA12879	verkko
chr18	16709658	16718310	8653	*	1n	NA12879	verkko
chr18	16718311	16771206	52896	*	2n	NA12879	verkko
chr18	16771207	16856334	85128	*	multi	NA12879	verkko
chr18	16856335	16908065	51731	*	2n	NA12879	verkko
chr18	16908066	17005503	97438	*	1n	NA12879	verkko
chr18	17005504	17036762	31259	*	2n	NA12879	verkko
chr18	17036763	17115564	78802	*	1n	NA12879	verkko
chr18	17115565	17148079	32515	*	2n	NA12879	verkko
chr18	17148080	17148080	1	*	multi	NA12879	verkko
chr18	17148081	17156403	8323	*	2n	NA12879	verkko
chr18	17156404	17156404	1	*	multi	NA12879	verkko
chr18	17156405	17192997	36593	*	2n	NA12879	verkko
chr18	17192998	17222531	29534	*	1n	NA12879	verkko
chr18	17235766	17311320	75555	*	1n	NA12879	verkko
chr18	17311321	17358883	47563	*	2n	NA12879	verkko
chr18	17358884	17364664	5781	*	1n	NA12879	verkko
chr18	17364665	17408106	43442	*	multi	NA12879	verkko
chr18	17408107	17426207	18101	*	1n	NA12879	verkko
chr18	17503893	17512541	8649	*	1n	NA12879	verkko
chr18	17512542	17530289	17748	*	multi	NA12879	verkko
chr18	17530290	17548062	17773	*	1n	NA12879	verkko
chr18	17548063	17548331	269	*	multi	NA12879	verkko
chr18	17548332	17582924	34593	*	1n	NA12879	verkko
chr18	17627866	17750452	122587	*	1n	NA12879	verkko
chr18	17750453	17783753	33301	*	2n	NA12879	verkko
chr18	17783754	17788487	4734	*	1n	NA12879	verkko
chr18	17795222	17924276	129055	*	1n	NA12879	verkko
chr18	17924277	17951222	26946	*	2n	NA12879	verkko
chr18	17951223	17991195	39973	*	multi	NA12879	verkko
chr18	17991196	18003906	12711	*	2n	NA12879	verkko
chr18	18003907	18005717	1811	*	multi	NA12879	verkko
chr18	18005718	18031497	25780	*	2n	NA12879	verkko
chr18	18031498	18150798	119301	*	1n	NA12879	verkko
chr18	18150799	18203524	52726	*	2n	NA12879	verkko
chr18	18203525	18272253	68729	*	1n	NA12879	verkko
chr18	18306128	18321567	15440	*	1n	NA12879	verkko
chr18	18321568	18335352	13785	*	2n	NA12879	verkko
chr18	18335353	18354145	18793	*	1n	NA12879	verkko
chr18	18451835	18573507	121673	*	1n	NA12879	verkko
chr18	18659460	18704160	44701	*	1n	NA12879	verkko
chr18	18722475	18754091	31617	*	1n	NA12879	verkko
chr18	18783249	18908629	125381	*	1n	NA12879	verkko
chr18	18908630	18909867	1238	*	multi	NA12879	verkko
chr18	18909868	19133458	223591	*	1n	NA12879	verkko
chr18	19133459	19147360	13902	*	2n	NA12879	verkko
chr18	19147361	19147361	1	*	multi	NA12879	verkko
chr18	19147362	19304867	157506	*	2n	NA12879	verkko
chr18	19304868	19359137	54270	*	1n	NA12879	verkko
chr18	19359138	19519526	160389	*	2n	NA12879	verkko
chr18	19519527	19560997	41471	*	1n	NA12879	verkko
chr18	19560998	19627727	66730	*	multi	NA12879	verkko
chr18	19627728	19636633	8906	*	2n	NA12879	verkko
chr18	19636634	19649017	12384	*	1n	NA12879	verkko
chr18	19649018	19656242	7225	*	2n	NA12879	verkko
chr18	19656243	19673825	17583	*	1n	NA12879	verkko
chr18	19673826	19722709	48884	*	2n	NA12879	verkko
chr18	19722710	19722710	1	*	multi	NA12879	verkko
chr18	19722711	19734588	11878	*	2n	NA12879	verkko
chr18	19734589	19769127	34539	*	1n	NA12879	verkko
chr18	19769128	19771256	2129	*	2n	NA12879	verkko
